CueAnexo,Nombre,Regimen,Latitud,Longitud,Localidad,Departamento,Jurisdiccion
180040500,COLEGIO SECUNDARIO PRESIDENTE ARTURO FRONDIZI,Publico,-57.08444167,-29.71305475,PASO DE LOS LIBRES  ,PASO DE LOS LIBRES,Direccion de Nivel Secundario
180040502,COLEGIO SECUNDARIO PTE A. FRONDIZI (EXT. AULICA ADULTOS QUE FUNCIONA EN LA ESC.Nº 668),Publico,-57.10972624,-29.69913039,OMBUCITO,PASO DE LOS LIBRES,Direccion de Nivel Secundario
180040600,COLEGIO SECUNDARIO CNEL. SIMEON PAYBA,Publico,-57.11809983,-29.71103791,PASO DE LOS LIBRES  ,PASO DE LOS LIBRES,Direccion de Nivel Secundario
180040700,ESCUELA Nº 619 URUGUAYANA,Publico,-57.09363631,-29.70620631,PASO DE LOS LIBRES  ,PASO DE LOS LIBRES,Consejo General de Educacion
180040800,ESCUELA Nº 477 MERCEDES FRANCO,Publico,-57.09314288,-29.71718422,PASO DE LOS LIBRES  ,PASO DE LOS LIBRES,Consejo General de Educacion
180040900,ESCUELA DE EDUCACION ESPECIAL Nº 20 PARA IRREGULARES MOTORES,Publico,-58.8240649,-27.46185542,CORRIENTES          ,CAPITAL,Consejo General de Educacion
180041000,ESCUELA Nº 4 MARIANO MORENO,Publico,-58.83290786,-27.46482402,CORRIENTES          ,CAPITAL,Consejo General de Educacion
180041100,INSTITUTO SUPERIOR DE SERVICIO SOCIAL REMEDIOS DE ESCALADA DE SAN MARTIN,Publico,-58.82348632,-27.46970019,CORRIENTES          ,CAPITAL,Direccion de Nivel Superior
180041200,ESCUELA Nº 430 PROVINCIA DE SALTA,Publico,-58.81349872,-27.46934,CORRIENTES          ,CAPITAL,Consejo General de Educacion
180041300,ESCUELA SAGRADO CORAZÓN DE JESÚS IP 13,Privado Subvencionado,-58.83023167,-27.48129127,CORRIENTES          ,CAPITAL,Direccion de Enseñanza Privada
180041400,INSTITUTO PRIVADO CATOLICO NUESTRA SEÑORA DE ITATI IS-2,Privado Subvencionado,-58.81199253,-27.46388753,CORRIENTES          ,CAPITAL,Direccion de Enseñanza Privada
180041500,ESCUELA Nº 5 ESPAÑA,Publico,-58.81811902,-27.46459966,CORRIENTES          ,CAPITAL,Consejo General de Educacion
180041700,ESCUELA TECNICA BRIGADIER GRAL. PEDRO FERRE,Publico,-58.81920411,-27.45728602,CORRIENTES          ,CAPITAL,Direccion de Educación Tecnico Profesional
180041800,ESCUELA Nº 146 CRUCERO GRAL. BELGRANO,Publico,-58.80199791,-27.48995246,CORRIENTES          ,CAPITAL,Consejo General de Educacion
180041900,ESCUELA Nº 345 FRANCISCO REGIS ORTIZ,Publico,-58.80126949,-27.49312584,CORRIENTES          ,CAPITAL,Consejo General de Educacion
180042000,ESCUELA Nº 275 SUPERVISOR ISIDRO ESTEBAN MOREIRA,Publico,-58.80677306,-27.49309085,CORRIENTES          ,CAPITAL,Consejo General de Educacion
180042100,COLEGIO SECUNDARIO PARA ADOLESCENTES Y ADULTOS ISLAS ARGENTINAS DEL ATLANTICO SUR,Publico,-58.80820246,-27.47203307,CORRIENTES          ,CAPITAL,Direccion de Nivel Secundario
180042200,ESCUELA Nº 157 3º ORDEN FRANCISCANA,Publico,-58.82179387,-27.47441377,CORRIENTES          ,CAPITAL,Consejo General de Educacion
180042300,ESCUELA Nº 158 COLEGIO ARGENTINO,Publico,-58.78868799,-27.46881449,CORRIENTES          ,CAPITAL,Consejo General de Educacion
180042400,ESCUELA Nº 296 PROFESOR MANUEL CABRAL (H),Publico,-58.78722168,-27.47535836,CORRIENTES          ,CAPITAL,Consejo General de Educacion
180042500,COLEGIO PRIVADO JOHN KENNEDY I.P.P.14 - I.P.35 - I.S.7,Privado Subvencionado,-58.82391756,-27.47211784,CORRIENTES          ,CAPITAL,Direccion de Enseñanza Privada
180042600,INSTITUTO DE ENSEÑANZA PRIVADA MAHATMA GANDHI,Privado Subvencionado,-58.82659562,-27.47202215,CORRIENTES          ,CAPITAL,Direccion de Enseñanza Privada
180042800,ESCUELA NORMAL MARIANO I.LOZA    ,Publico,-59.26193395,-29.14446025,GOYA                ,GOYA,Direccion de Nivel Secundario
180042900,ESCUELA JARDIN DE INFANTES Nº 2 PANAMBI,Publico,-59.26224879,-29.14426938,GOYA                ,GOYA,Consejo General de Educacion
180043000,ESCUELA Nº 65 JOSE EUSEBIO GOMEZ,Publico,-59.26169314,-29.14143157,GOYA                ,GOYA,Consejo General de Educacion
180043100,ESCUELA TECNICA PEDRO FERRE    ,Publico,-57.63903401,-30.25361444,MONTE CASEROS       ,MONTE CASEROS,Direccion de Educación Tecnico Profesional
180043400,ESCUELA PARA ADOLESCENTES Y ADULTOS Nº 45 SINFOROSO AGUIRRE,Publico,-58.79666648,-27.4679569,CORRIENTES          ,CAPITAL,Consejo General de Educacion
180043500,ESCUELA AGROTECNICA REPUBLICA DE VENEZUELA,Publico,-57.67975621,-30.24975638,MONTE CASEROS       ,MONTE CASEROS,Direccion de Educación Tecnico Profesional
180043600,ESCUELA Nº 89 DEL SESQUICENTENARIO DE LA INDEPENDENCIA ARGENTINA,Publico,-57.65334691,-30.25732926,MONTE CASEROS       ,MONTE CASEROS,Consejo General de Educacion
180043700,ESCUELA Nº 549 CEFERINO RAMIREZ,Publico,-57.82110318,-30.04286001,COLONIA LIBERTAD    ,MONTE CASEROS,Consejo General de Educacion
180043800,ESCUELA Nº 577 PASO DE LOS ANDES,Publico,-57.75079569,-30.00403167,COLONIA LIBERTAD    ,MONTE CASEROS,Consejo General de Educacion
180043900,ESCUELA Nº 954 JOSE DOMINGO AVALOS,Publico,-57.66755711,-30.10384161,CAMPO GENERAL AVALOS,MONTE CASEROS,Consejo General de Educacion
180044000,ESCUELA NORMAL JOSE MANUEL ESTRADA      ,Publico,-58.8227534,-27.45996439,CORRIENTES          ,CAPITAL,Direccion de Nivel Secundario
180044100,COLEGIO SECUNDARIO PTE.DR.ARTURO UMBERTO ILLIA,Publico,-58.80481149,-27.49035401,CORRIENTES          ,CAPITAL,Direccion de Nivel Secundario
180044200,ESCUELA Nº 139 AMBROSIO DE ACOSTA,Publico,-58.79929903,-27.48331278,CORRIENTES          ,CAPITAL,Consejo General de Educacion
180044300,COLEGIO SECUNDARIO AGOP SEFERIAN,Publico,-58.79258934,-27.47271071,CORRIENTES          ,CAPITAL,Direccion de Nivel Secundario
180044400,ESCUELA PRIVADA PRIMARIA BILINGUE HORIZONTE I.P.27,Publico,-57.09023246,-29.711296,PASO DE LOS LIBRES  ,PASO DE LOS LIBRES,Direccion de Enseñanza Privada
180044500,ESCUELA JARDIN DE INFANTES Nº 15 RAYITO DE SOL,Publico,-57.08452213,-29.71309378,PASO DE LOS LIBRES  ,PASO DE LOS LIBRES,Consejo General de Educacion
180044600,ESCUELA PARA ADOLESCENTES Y ADULTOS Nº 65,Publico,-57.09303131,-29.71729724,PASO DE LOS LIBRES  ,PASO DE LOS LIBRES,Consejo General de Educacion
180044700,ESCUELA Nº 278 MARTIN MIGUEL DE GÜEMES,Publico,-57.75550151,-30.26480446,PASO VALLEJOS,MONTE CASEROS,Consejo General de Educacion
180044800,ESCUELA Nº 359 SANTA MARIA DE TIMBOY,Publico,-57.92059736,-30.27191963,CUATRO BOCAS,MONTE CASEROS,Consejo General de Educacion
180044900,ESCUELA Nº 475 TACUABE,Publico,-57.73401177,-30.28805682,TACUABE,MONTE CASEROS,Consejo General de Educacion
180045000,ESCUELA Nº 647 JOSE MARMOL,Publico,-57.70562805,-30.35988906,ARROYO TIMBOY,MONTE CASEROS,Consejo General de Educacion
180045100,ESCUELA Nº 759 JOSE REINALDO ESQUIVEL ACOSTA,Publico,-57.72898592,-30.31904114,MONTE CASEROS       ,MONTE CASEROS,Consejo General de Educacion
180045200,ESCUELA Nº 794 FRAY JOSE DE LA QUINTANA,Publico,-57.79552136,-30.32834712,JUAN PUJOL,MONTE CASEROS,Consejo General de Educacion
180045300,ESCUELA Nº 899,Publico,-57.80233593,-30.26319232,PASO VALLEJOS,MONTE CASEROS,Consejo General de Educacion
180045500,ESCUELA Nº 144 IGNACIO YONCHYK,Publico,-58.352143,-28.370078,TATACUA/TABAY       ,CONCEPCION,Consejo General de Educacion
180045600,ESCUELA Nº 648,Publico,-58.12015046,-28.26627734,SANTA ROSA          ,CONCEPCION,Consejo General de Educacion
180045700,ESCUELA Nº 868,Publico,-58.08536162,-28.24868228,LAS FLORES,CONCEPCION,Consejo General de Educacion
180045800,ESCUELA PARA ADOLESCENTES Y ADULTOS Nº 49,Publico,NULL,NULL,SANTA ROSA          ,CONCEPCION,Consejo General de Educacion
180045900,ESCUELA JARDIN DE INFANTES Nº 24,Publico,-58.1219798,-28.26508435,SANTA ROSA          ,CONCEPCION,Consejo General de Educacion
180046000,ESCUELA Nº 194,Publico,-58.14915729,-28.23095002,SANTA ROSA          ,CONCEPCION,Consejo General de Educacion
180046100,ESCUELA Nº 72 MARIA ELENA ARAUJO DE BERNARDEZ,Publico,-58.31827233,-28.37381277,COLONIA TATACUA,CONCEPCION,Consejo General de Educacion
180046200,ESCUELA Nº 218 PREFECTURA NAVAL ARGENTINA,Publico,-58.31001498,-28.40510703,TATACUA,CONCEPCION,Consejo General de Educacion
180046300,ESCUELA PRIMARIA Nº 211,Publico,-58.25738987,-28.30429947,TABAY,CONCEPCION,Consejo General de Educacion
180046400,COLEGIO SECUNDARIO JUAN VICTOR YAYA,Publico,-58.28379186,-28.30663702,TATACUA/TABAY       ,CONCEPCION,Direccion de Nivel Secundario
180046402,EXT.AULICA DE ADULTOS (COLEGIO SEC. JUAN VICTOR YAYA)     ,Publico,NULL,NULL,TABAY,CONCEPCION,Direccion de Nivel Secundario
180046500,ESCUELA Nº 649 ROSARITO SEGOVIA,Publico,-58.28281551,-28.27959947,TABAY,CONCEPCION,Consejo General de Educacion
180046600,ESCUELA Nº 829 SONIA MARIA MAGDALENA ABRAHAM,Publico,-58.33780169,-28.3181387,ESTANCIA EL PINDO,CONCEPCION,Consejo General de Educacion
180046700,ESCUELA Nº 805,Publico,-58.27032273,-28.26538557,SANTA TERESITA,CONCEPCION,Consejo General de Educacion
180046800,ESCUELA Nº 887 JOSE ALFREDO FERREIRA,Publico,-58.70713721,-27.62093435,RIACHUELO           ,CAPITAL,Consejo General de Educacion
180046900,ESCUELA Nº 439 NIÑAS DE AYOHUMA,Publico,-58.72686176,-27.54437617,PASO PESOA          ,CAPITAL,Consejo General de Educacion
180047000,ESCUELA Nº 445,Publico,-58.65381498,-27.52192144,PASO MARTINEZ       ,CAPITAL,Consejo General de Educacion
180047100,ESCUELA Nº 605 EJERCITO ARGENTINO,Publico,-58.75030668,-27.53347348,SAN CAYETANO,CAPITAL,Consejo General de Educacion
180047200,ESCUELA Nº 599 DR.ADOLFO CONTTE,Publico,-58.76284087,-27.48151091,LAGUNA PAIVA,CAPITAL,Consejo General de Educacion
180047400,ESCUELA Nº 729 VICE PRESIDENTE JUAN HORTENSIO QUIJANO,Publico,-58.71920832,-27.42797784,YECOHA KM10-RUTA 12,CAPITAL,Consejo General de Educacion
180047500,ESCUELA Nº 401MANUEL LAINEZ,Publico,-58.72453371,-27.45294036,LAGUNA SOTO,CAPITAL,Consejo General de Educacion
180047600,ESCUELA Nº 240 ALMA FUERTE,Publico,-58.74622075,-27.42021324,EL PERICHON,CAPITAL,Consejo General de Educacion
180047800,ESCUELA Nº 165 HEROES CORRENTINOS,Publico,-55.82730507,-27.91681364,COLONIA LIEBIG      ,ITUZAINGO,Consejo General de Educacion
180048000,ESCUELA PRIMARIA Nº 298,Publico,-55.84479019,-27.85385001,LA CACHUERA,ITUZAINGO,Consejo General de Educacion
180048100,ESCUELA PRIMARIA Nº 335,Publico,-55.90472126,-27.84570914,SANTOS LUGARES,ITUZAINGO,Consejo General de Educacion
180048300,ESCUELA Nº 787 JOSE HERNANDEZ,Publico,-55.88948865,-27.88965804,PLAYADITO,ITUZAINGO,Consejo General de Educacion
180048400,ESCUELA Nº 869 RAMON WALTER LARRABURU,Publico,-55.96030023,-27.81333444,LAS LOMAS,ITUZAINGO,Consejo General de Educacion
180048500,ESCUELA Nº 918 SANTO DE LA ESPADA,Publico,-55.85050019,-27.97797001,ITUZAINGO           ,ITUZAINGO,Consejo General de Educacion
180048600,ESCUELA Nº 950 GRANADERO JUAN BAUTISTA BAIGORRIA,Publico,-55.86896975,-27.93370125,LA MERCED,ITUZAINGO,Consejo General de Educacion
180048700,ESCUELA PRIMARIA PARA ADOLESCENTES Y ADULTOS Nº 47,Publico,-55.89942847,-27.74570525,SAN CARLOS          ,ITUZAINGO,Consejo General de Educacion
180048800,CENTRO DE EDUCACION SECUNDARIA PARA ADULTOS Nº 8,Publico,-58.80463926,-27.49048641,CORRIENTES          ,CAPITAL,Direccion de Nivel Secundario
180049100,COLEGIO SECUNDARIO DE SAN CARLOS,Publico,-55.8897103,-27.74770812,SAN CARLOS          ,ITUZAINGO,Direccion de Nivel Secundario
180049300,ESCUELA Nº 84 ALBINO ARBO,Publico,-58.07882334,-29.1867596,MERCEDES            ,MERCEDES,Consejo General de Educacion
180049400,ESCUELA PRIMARIA PARA ADOLESCENTES Y ADULTOS Nº 8,Publico,-58.07896212,-29.18270009,MERCEDES            ,MERCEDES,Consejo General de Educacion
180049500,ESCUELA Nº 589 AGUEDA ESTHER BIANCHI DE ARBALLO,Publico,-58.07603617,-29.19100659,MERCEDES            ,MERCEDES,Consejo General de Educacion
180049600,ESCUELA JARDIN DE INFANTES Nº 13 LUNA DE PAPEL,Publico,-58.07907537,-29.18306211,MERCEDES            ,MERCEDES,Consejo General de Educacion
180049700,ESCUELA JARDIN DE INFANTES Nº 25,Publico,-58.09238994,-29.18200459,MERCEDES            ,MERCEDES,Consejo General de Educacion
180049900,ESCUELA CASA DON BOSCO IP-28,Privado Subvencionado,-58.83590876,-27.46551992,CORRIENTES          ,CAPITAL,Direccion de Enseñanza Privada
180050100,ESCUELA Nº 356 JORGE LUIS BORGES,Publico,-58.78515397,-27.54767822,CORRIENTES          ,CAPITAL,Consejo General de Educacion
180050200,ESCUELA Nº 368 MAESTROS CORRENTINOS,Publico,-58.78228007,-27.50465668,CORRIENTES          ,CAPITAL,Consejo General de Educacion
180050300,ESCUELA Nº 369 MAESTRO CESAR RODOLFO TELECHEA,Publico,-58.78201279,-27.4933739,CORRIENTES          ,CAPITAL,Consejo General de Educacion
180050400,ESCUELA PRIVADA TARAGUI,Privado Subvencionado,-58.84030973,-27.46820304,CORRIENTES          ,CAPITAL,Direccion de Enseñanza Privada
180050500,ESCUELA PRIMARIA Nº 415 CNEL. MARTIN J. THOMPSON,Publico,-57.33801446,-27.42518736,ITA IBATE           ,GENERAL PAZ,Consejo General de Educacion
180050600,ESCUELA PRIMARIA Nº 328 JOSE MARIA DURAN,Publico,-57.34075012,-27.42911005,ITA IBATE           ,GENERAL PAZ,Consejo General de Educacion
180050700,ESCUELA Nº 802 ELVIRA SIXTA PEREZ DE JAIME,Publico,-57.91868626,-27.73488902,LOMAS DE VALLEJOS   ,GENERAL PAZ,Consejo General de Educacion
180050800,ESCUELA Nº 743,Publico,-58.10353597,-27.74520517,COSTA SUD MALOYAS,GENERAL PAZ,Consejo General de Educacion
180050900,ESCUELA Nº 878 LUIS ZALAZAR,Publico,-57.95894748,-27.82513976,RINCON DE ZALAZAR,GENERAL PAZ,Consejo General de Educacion
180051000,ESCUELA PRIMARIA Nº 521,Publico,-58.07522022,-27.886104,BUENA VISTA,GENERAL PAZ,Consejo General de Educacion
180051100,INSTITUTO SAN RAFAEL I-5 / IP-8,Privado No Subvencionado,-58.06450978,-29.78670056,CURUZU CUATIA       ,CURUZU CUATIA,Direccion de Enseñanza Privada
180051200,COLEGIO MAMA MARGARITA IP-11,Privado Subvencionado,-58.06289577,-29.78870921,CURUZU CUATIA       ,CURUZU CUATIA,Direccion de Enseñanza Privada
180051300,ESCUELA JARDIN DE INFANTES Nº 9 RAYITO DE SOL,Publico,-58.0552882,-29.7922087,CURUZU CUATIA       ,CURUZU CUATIA,Consejo General de Educacion
180051400,CENTRO DE EDUCACION SECUNDARIA PARA ADULTOS Nº 2,Publico,-58.05323234,-29.78774332,CURUZU CUATIA       ,CURUZU CUATIA,Direccion de Nivel Secundario
180051500,ESCUELA Nº 564 DOMINGO FAUSTINO SARMIENTO,Publico,-58.05441898,-29.78377086,CURUZU CUATIA       ,CURUZU CUATIA,Consejo General de Educacion
180051600,ESCUELA Nº 435 CENTENARIO,Publico,-58.04069615,-29.7920348,CURUZU CUATIA       ,CURUZU CUATIA,Consejo General de Educacion
180051700,ESCUELA Nº 321 HUGO OSCAR ROSENDE,Publico,-58.06772176,-29.79103761,CURUZU CUATIA       ,CURUZU CUATIA,Consejo General de Educacion
180052000,ESCUELA Nº 33 DR.TOMAS LUIS POZZI,Publico,-58.08930967,-29.77179336,CURUZU CUATIA       ,CURUZU CUATIA,Consejo General de Educacion
180052100,ESCUELA Nº 767 PROVINCIA DE CORRIENTES,Publico,NULL,NULL,LOBORY,CURUZU CUATIA,Consejo General de Educacion
180052200,ESCUELA PRIMARIA PARA ADOLESCENTES Y ADULTOS Nº 58,Publico,-58.07615578,-29.78395565,CURUZU CUATIA       ,CURUZU CUATIA,Consejo General de Educacion
180052300,ESCUELA Nº 565 DR. JUAN B. ALBERDI,Publico,-58.04771782,-29.79705843,CURUZU CUATIA       ,CURUZU CUATIA,Consejo General de Educacion
180052400,ESCUELA Nº 265 GREGORIA M. DE SAN MARTIN,Publico,-57.08685949,-29.71943957,PASO DE LOS LIBRES  ,PASO DE LOS LIBRES,Consejo General de Educacion
180052500,ESCUELA ESPECIAL Nº 19 LIC. JULIA OFELIA CUBILLA,Publico,-57.08205219,-29.7161703,PASO DE LOS LIBRES  ,PASO DE LOS LIBRES,Consejo General de Educacion
180052600,ESCUELA Nº 242 GENERAL MANUEL BELGRANO,Publico,-57.10616948,-29.71869028,PASO DE LOS LIBRES  ,PASO DE LOS LIBRES,Consejo General de Educacion
180052700,ESCUELA Nº 474,Publico,-57.669319,-30.28866644,FORTUNA,MONTE CASEROS,Consejo General de Educacion
180052800,ESCUELA Nº 645 COMANDANTE TOMAS ESPORA,Publico,-57.85498993,-30.4179177,JUAN PUJOL,MONTE CASEROS,Consejo General de Educacion
180052900,COLEGIO SECUNDARIO DE JUAN PUJOL,Publico,-57.855406,-30.418465,MONTE CASEROS       ,MONTE CASEROS,Direccion de Nivel Secundario
180052901,EXT.AULICA DE ADULTOS (COLEGIO SECUNDARIO DE JUAN PUJOL),Publico,-57.85547257,-30.41867857,JUAN PUJOL,MONTE CASEROS,Direccion de Nivel Secundario
180053000,ESCUELA Nº 432 JOSE RAMOS MEJIAS,Publico,-57.64227771,-30.24806871,MONTE CASEROS       ,MONTE CASEROS,Consejo General de Educacion
180053100,ESCUELA PRIMARIA Nº 315,Publico,-58.13807516,-28.2729913,SANTA ROSA          ,CONCEPCION,Consejo General de Educacion
180053200,COLEGIO SECUNDARIO SANTA ROSA,Publico,-58.11489222,-28.26390881,SANTA ROSA,CONCEPCION,Direccion de Nivel Secundario
180053202,EXT.AU. COLEGIO SECUNDARIO SANTA ROSA (ESC 519 RURAL),Publico,-57.94533623,-28.1799469,IBATE PORA,CONCEPCION,Direccion de Nivel Secundario
180053300,ESCUELA Nº 548,Publico,-58.11365484,-28.2113119,LA SELVA,CONCEPCION,Consejo General de Educacion
180053400,ESCUELA Nº 145 SOLDADOS AGUILA Y ALMONACID,Publico,-58.30825911,-28.34250857,TATACUA/TABAY       ,CONCEPCION,Consejo General de Educacion
180053500,ESCUELA PRIMARIA Nº 13 REPUBLICA DEL PERU,Publico,-58.69139946,-27.54010025,CORRIENTES          ,CAPITAL,Consejo General de Educacion
180053600,ESCUELA DE ADOLESCENTES Y ADULTOS Nº 75,Publico,NULL,NULL,RIACHUELO           ,CAPITAL,Consejo General de Educacion
180053700,ESCUELA Nº 666 PEDRO BENJAMIN SERRANO,Publico,-58.79083995,-27.48486077,CORRIENTES          ,CAPITAL,Consejo General de Educacion
180053800,ESCUELA NORMALCORONEL JOSE ARMAND ,Publico,-58.7457928,-27.58833054,RIACHUELO           ,CAPITAL,Direccion de Nivel Secundario
180053803,EXT.AULICA DE ADULTOS (ESCUELA NORMAL CORONEL JOSE ARMAND),Publico,NULL,NULL,RIACHUELO           ,CAPITAL,Direccion de Nivel Secundario
180053900,ESCUELA Nº 403 BARTOLOME MITRE,Publico,-58.74571762,-27.58136562,RIACHUELO           ,CAPITAL,Consejo General de Educacion
180054000,ESCUELA Nº 606 PROVINCIA DE BUENOS AIRES,Publico,-58.7661141,-27.45790256,CORRIENTES          ,CAPITAL,Consejo General de Educacion
180054100,ESCUELA Nº 443 GRAL.JOAQUIN MADARIAGA,Publico,-58.71998439,-27.49202525,CORRIENTES          ,CAPITAL,Consejo General de Educacion
180054200,COLEGIO PRIVADO PADRE JUAN GUIDO LUCCHELLI  IS.3,Privado Subvencionado,-58.85066526,-27.48114018,LAGUNA BRAVA,CAPITAL,Direccion de Enseñanza Privada
180054300,ESCUELA PRIMARIA Nº 755 PURA GAUNA DE MACIEL,Publico,-58.54591404,-27.50389254,SAN LUIS DEL PALMAR ,SAN LUIS DEL PALMAR ,Consejo General de Educacion
180054400,COLEGIO SECUNDARIO ANTONIO BIALE,Publico,-55.82691728,-27.91920161,COLONIA LIEBIG'S,ITUZAINGO,Direccion de Nivel Secundario
180054500,ESCUELA Nº 418 AMERICO BOSCHETTI,Publico,-55.90026482,-27.74461044,SAN CARLOS          ,ITUZAINGO,Consejo General de Educacion
180054600,J.I.N. Nº 1 (SEDE) - ESCUELA Nº 146,Publico,-58.80180276,-27.4900676,CORRIENTES          ,CAPITAL,Consejo General de Educacion
180054602,J.I.N. Nº 1 - ESCUELA Nº 275,Publico,-58.80704345,-27.49312507,CORRIENTES          ,CAPITAL,Consejo General de Educacion
180054800,ESCUELA Nº 73 GRACIELA BEATRIZ GONZALEZ DE SOSA,Publico,-55.85364018,-27.77000001,ITUZAINGO           ,ITUZAINGO,Consejo General de Educacion
180054900,ESCUELA Nº 82 AMADO BONPLAND,Publico,-58.07885595,-29.18272311,MERCEDES            ,MERCEDES,Consejo General de Educacion
180055000,ESCUELA DE EDUCACION ESPECIAL Nº 6 SAN FRANCISCO DE ASIS,Publico,-58.08077571,-29.1790856,MERCEDES            ,MERCEDES,Consejo General de Educacion
180055100,ESCUELA PRIMARIA Nº 517 JOSE MARIA GOMEZ,Publico,-58.09247762,-29.18197782,MERCEDES            ,MERCEDES,Consejo General de Educacion
180055200,ESCUELA Nº 725 MARIA AMELIA BORAGLIO DE AQUINO,Publico,-58.09881968,-29.17400091,MERCEDES            ,MERCEDES,Consejo General de Educacion
180055300,ESCUELA NORMAL MANUEL FLORENCIO MANTILLA      ,Publico,-58.0810075,-29.18266943,MERCEDES            ,MERCEDES,Direccion de Nivel Secundario
180055400,ESCUELA NORMAL DR.JUAN GREGORIO PUJOL  ,Publico,-58.83631508,-27.47115057,CORRIENTES          ,CAPITAL,Direccion de Nivel Secundario
180055500,ESCUELA ESPECIAL Nº 9 HELEN KELLER,Publico,-58.84741534,-27.47360261,CORRIENTES          ,CAPITAL,Consejo General de Educacion
180055700,ESCUELA Nº 3 DEL CENTENARIO,Publico,-58.84003148,-27.47028404,CORRIENTES          ,CAPITAL,Consejo General de Educacion
180055800,ESCUELA TECNICA ING.JUAN JOSE GOMEZ ARAUJO  ,Publico,-58.05215503,-29.78783829,CURUZU CUATIA       ,CURUZU CUATIA,Direccion de Educación Tecnico Profesional
180055900,COLEGIO SECUNDARIO GENERAL MANUEL BELGRANO    ,Publico,-58.05250331,-29.78762187,CURUZU CUATIA       ,CURUZU CUATIA,Direccion de Nivel Secundario
180055901,EX.AULCIA COLEGIO GENERAL MANUEL BELGRANO (ESC.Nº 572 RURAL) ,Publico,NULL,NULL,CAZADORES CORRENTINO,CURUZU CUATIA,Direccion de Nivel Secundario
180056000,COLEGIO SECUNDARIO PARA ADOLESCENTES Y ADULTOS MALVINAS ARGENTINAS,Publico,-58.05568895,-29.79249713,CURUZU CUATIA       ,CURUZU CUATIA,Direccion de Nivel Secundario
180056100,ESCUELA Nº 471 16 DE NOVIEMBRE,Publico,-58.07609938,-29.7844099,CURUZU CUATIA       ,CURUZU CUATIA,Consejo General de Educacion
180056200,ESCUELA DE EDUCACION ESPECIAL Nº 7 DR.JUAN BALESTRA,Publico,-58.07011011,-29.78914077,CURUZU CUATIA       ,CURUZU CUATIA,Consejo General de Educacion
180056300,ESCUELA Nº 32 BELGRANO,Publico,-58.05563596,-29.79300379,CURUZU CUATIA       ,CURUZU CUATIA,Consejo General de Educacion
180056400,ESCUELA PARA ADOLESCENTES Y ADULTOS Nº 30  LEOPOLDO PELLEGRINI,Publico,-57.09363775,-29.70619575,PASO DE LOS LIBRES  ,PASO DE LOS LIBRES,Consejo General de Educacion
180056500,ESCUELA PARA ADOLESCENTES Y ADULTOS Nº 16 DOMINGO FAUSTINO SARMIENTO,Publico,-57.63563273,-30.25344058,MONTE CASEROS       ,MONTE CASEROS,Consejo General de Educacion
180056600,ESCUELA Nº 473 LA ROSADA,Publico,-57.69140949,-30.25838438,CHACRAS,MONTE CASEROS,Consejo General de Educacion
180056700,ESCUELA Nº 186 GRAN MALVINA,Publico,-57.97671734,-30.61589733,MOCORETA            ,MONTE CASEROS,Consejo General de Educacion
180056800,ESCUELA PRIMARIA Nº 347 3 DE ABRIL,Publico,-57.64145862,-30.25626789,MONTE CASEROS       ,MONTE CASEROS,Consejo General de Educacion
180057000,ESCUELA PRIMARIA PARA ADOLESCENTES Y ADULTOS Nº 4,Publico,-58.28430369,-28.30658291,TABAY,CONCEPCION,Consejo General de Educacion
180057100,ESCUELA PARA ADOLESCENTES Y ADULTOS Nº 2,Publico,-58.31653138,-28.37613072,TATACUA,CONCEPCION,Consejo General de Educacion
180057200,ESCUELA Nº 234,Publico,NULL,NULL,CONCEPCION          ,CONCEPCION,Consejo General de Educacion
180057400,ESCUELA Nº 164 JOSE MARIA AGUILAR,Publico,-58.75577288,-27.62830154,RIACHUELO           ,CAPITAL,Consejo General de Educacion
180057500,ESCUELA Nº 553 SAN CAYETANO,Publico,-58.69570404,-27.57179284,SAN CAYETANO,CAPITAL,Consejo General de Educacion
180057600,ESCUELA PRIMARIA Nº 10 REMEDIOS ESCALADA DE SAN MARTIN,Publico,-58.84907395,-27.47236257,CORRIENTES          ,CAPITAL,Consejo General de Educacion
180057800,ESCUELA Nº 740,Publico,-57.95691644,-27.6927699,MALOYITAS,GENERAL PAZ,Consejo General de Educacion
180057900,ESCUELA Nº 695,Publico,-58.16938933,-27.78005315,ESTAFETA LOS VENCES,GENERAL PAZ,Consejo General de Educacion
180058000,ESCUELA PRIMARIA PARA ADOLESCENTES Y ADULTOS Nº 5 JOSE NICOLAS PAPALEO,Publico,-58.05557701,-29.79270451,CURUZU CUATIA       ,CURUZU CUATIA,Consejo General de Educacion
180058100,ESCUELA Nº 754 MARIA A. CORREA DE CABRAL,Publico,-58.10395516,-27.44693583,COSTA GRANDE,SAN LUIS DEL PALMAR ,Consejo General de Educacion
180058200,ESCUELA Nº 193,Publico,-57.91796104,-27.54698243,SAN LUIS DEL PALMAR ,SAN LUIS DEL PALMAR ,Consejo General de Educacion
180058300,ESCUELA Nº 192 SOLDADO RAMON GARCIA,Publico,-57.96011212,-27.58034136,SAN LUIS DEL PALMAR ,SAN LUIS DEL PALMAR ,Consejo General de Educacion
180058400,ESCUELA Nº 534,Publico,-58.11947711,-27.5172648,LAGUNA NEGRA,SAN LUIS DEL PALMAR ,Consejo General de Educacion
